Key,Source,Context,Changes,English
HN Modern ChairDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Modern FireplaceDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN NightStandDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Nighttable Back LampDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Nighttable LampDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN NighttableDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Painting 1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Painting 2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Painting 3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Painting 4Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Painting 5Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Painting 6Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Palm Plant PotDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN PC Chair BlackDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN PC Chair BrownDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN PC Chair WhiteDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN PuffDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Rack 1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Rack 2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Rack 3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Rack 4Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Rack 5Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Rack 6Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Rack 7Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Rack 8Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Rack Modular 1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Rack Modular 2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN RG Gamer Desk 2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN RG Gamer DeskDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN RG Mug OffsetDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN RG MugDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN RG PosterDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN RG YouTube AwardDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN SD Window Panel x1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN SD Window Panel x2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN SD Window Panel x4Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sink Clear WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sink Dark WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sink White WoodDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN SinkDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sliding Door Mirrored GlassDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sliding DoorDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Arm BlackDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Arm BrownDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Arm GrayDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Arm Left BlackDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Arm Left BrownDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Arm Left GrayDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Arm Left WhiteDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Arm Right BlackDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Arm Right BrownDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Arm Right GrayDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Arm Right WhiteDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Arm WhiteDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa BlackDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa BrownDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Corner BlackDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Corner BrownDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Corner GrayDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa Corner WhiteDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa GrayDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sofa WhiteDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Sushi DinnerDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Swimming Pool Block 01Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Swimming Pool Block 02Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Swimming Pool Stairs 01Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Swimming Pool Stairs 02Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN ToasterDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Toy Teddy BearDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN TV Set Large X3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN TV Set X2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN TV Wall X2 BDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN TV Wall X2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Umbrella BlueDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Umbrella GreenDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Umbrella RedDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Umbrella StandDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Umbrella White and RedDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Umbrella YellowDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Video Game Console PS OffsetDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Video Game Console PSDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wall OvenDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window A1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window A2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window A3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window A4Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window A5Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window A6Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window A7Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window A8Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window A9Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window B1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window B2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window B3Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window B4Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window B5Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window B6Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window B7Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window B8Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window B9Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Window B10 InvertedDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Door Brown Top WindowDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Door BrownDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Door Clear Top WindowDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Door ClearDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Door Gray Top WindowDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Door GrayDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Door White Top WindowDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Door WhiteDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Double Door Brown Top WindowDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Double Door BrownDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Double Door Clear Top WindowDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Double Door ClearDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Double Door Gray Top WindowDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Double Door GrayDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Double Door White Top WindowDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Double Door WhiteDesc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Window 1x1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Window 2x1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Window 2x2Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
HN Wood Window Sect 1x1Desc,blocks,Block,New,"Type: [c7b992]Unnecessary but Beautiful[-] [FF684F](Workbench required to craft.)[-]\nMaterial: [c7b992][-]\nUnlocked by: [c7b992]Advanced Engineering[-]\n\n ."
